,siteiid,peiid,pedon_id,site_id,obs_date,utmzone,utmeasting,utmnorthing,x,y,horizdatnm,x_std,y_std,gpspositionalerror,describer,pedonpurpose,pedontype,pedlabsampnum,labdatadescflag,tsectstopnum,tsectinterval,utransectid,tsectkind,tsectselmeth,elev_field,slope_field,aspect_field,plantassocnm,earthcovkind1,earthcovkind2,erocl,bedrckdepth,bedrckkind,bedrckhardness,hillslopeprof,geomslopeseg,shapeacross,shapedown,slopecomplex,drainagecl,geomposhill,geomposmntn,geomposflats,slope_shape,classdate,classifier,classtype,taxonname,localphase,taxonkind,seriesstatus,taxpartsize,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,soiltaxedition,osdtypelocflag,taxmoistcl,taxtempregime,taxfamother,psctopdepth,pscbotdepth,selection_method,ecositeid,ecositenm,ecositecorrdate,es_classifier,es_selection_method,umbric.epipedon,argillic.horizon,ochric.epipedon,cambic.horizon,lithic.contact,paralithic.contact,mollic.epipedon,paralithic.materials,kandic.horizon,lithologic.discontinuity,andic.soil.properties,densic.contact,abrupt.textural.change,aquic.conditions,duripan,slickensides,redox.depletions.with.chroma.2.or.less,redox.concentrations,reduced.matrix,densic.materials,volcanic.glass,folistic.epipedon,albic.materials,human.transported.material,strongly.contrasting.particle.size.class,secondary.carbonates,anthropic.epipedon,surface_fgravel,surface_gravel,surface_cobbles,surface_stones,surface_boulders,surface_channers,surface_flagstones,surface_paragravel,surface_paracobbles,landform_string,pmkind,pmorigin,sampled_as,musym,taxclname,correlated,grpiidref,grpname,correlated_matches
46,374608,365293,S2009SMM009,R09CA630SMM009,7/15/2009,10,722374.26,4249109.82,-120.4547195,38.36249924,NAD83,-120.4547195,38.3624992,NA,Sue Malone,laboratory sampling site,taxadjunct to the series,10N0454,1,NA,NA,NA,NA,NA,999,22,340,Sierra Mixed Conifer F022AI202,NA,NA,NA,NA,NA,NA,shoulder,NA,convex,linear,simple,well,NA,"mountainflank, upper third",NA,convex / linear,4/28/2017,Andrew Paolucci,correlated,Sites,NA,taxadjunct,tentative,fine-loamy,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,0,xeric,mesic,not used,41,91,most recent,F022AI202CA,Mesic Lower Montane Cool Drainages 40 - 47 PZ,NA,NA,least missing data,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,ridge & erosion remnant,colluvium,argillite,Marjonmine,8161,"Fine-loamy, parasesquic, mesic Xeric Haplohumults",Sites,26246,KSSL_Sites_RO2,TRUE
47,374609,365294,S2009SMM011,R09CA630SMM011,7/15/2009,10,723447.88,4249268.6,-120.4424973,38.36360931,NAD83,-120.4424973,38.3636093,NA,Sue Malone,laboratory sampling site,taxadjunct to the series,10N0455,1,NA,NA,NA,NA,NA,960,32,314,NA,NA,NA,NA,NA,NA,NA,backslope,NA,convex,linear,simple,well,NA,"mountainflank, center third",NA,convex / linear,12/28/2015,Andrew Paolucci,correlated,Jocal,NA,taxadjunct,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,NA,28,78,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium,"metasedimentary, unspecified",Schaad,8287,"Fine-loamy, mixed, active, mesic Ultic Haploxeralfs",Jocal,26246,KSSL_Sites_RO2,TRUE
48,374610,365295,S2009SMM014,R09CA630SMM014,7/21/2009,10,727836.69,4245339.83,-120.3936081,38.32722092,NAD83,-120.3936081,38.3272209,NA,Sue Malone,laboratory sampling site,representative pedon for component,10N0456,1,NA,NA,NA,NA,NA,1227,45,180,Sierran Mixed Conifer - SMC5,NA,NA,NA,61,argillite,very strongly,backslope,NA,convex,convex,complex,well,NA,"mountainflank, center third",NA,convex / convex,8/27/2018,Andrew Brown,correlated,Bottlehill,NA,series,tentative,loamy-skeletal,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,0,xeric,mesic,NA,18,61,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,NA & argillite,Ultic Haploxeralfs skeletal,8287,"Loamy-skeletal, mixed, active, mesic Xeric Haplohumults",Bottlehill,26246,KSSL_Sites_RO2,TRUE
49,375239,374988,09BJM030,S2010CA109004,3/20/2009,10,743761.4,4188406.43,-120.230835,37.8105545,NAD83,-120.2308333,37.8105556,NA,Ben Marshall,laboratory sampling site,representative pedon for component,10N0899,1,NA,NA,NA,NA,NA,972,30,5,sierra mixed conifersSMC4,NA,NA,NA,75,phyllite,moderately,backslope,NA,convex,convex,simple,well,nose slope,mountainflank,NA,convex / convex,12/23/2015,Andrew Paolucci,correlated,Wallyhill,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,NA,17,67,most recent,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,mountain slope,residuum,phyllite,Jackgulch,8160,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Wallyhill,26246,KSSL_Sites_RO2,TRUE
50,385256,385426,R11CA109001,09CA630BJM048,4/30/2009,10,745344.97,4184353.08,-120.2144394,37.77360916,NAD83,-120.2144444,37.7736111,NA,Ben Marshall,laboratory sampling site,taxadjunct to the series,11N6750,1,NA,NA,NA,NA,NA,710,22,240,Mixed Chapparel Live Oak ADFA1,NA,NA,NA,105,diorite,moderately,toeslope,NA,linear,linear,simple,well,side slope,NA,NA,linear / linear,12/23/2015,Andrew Paolucci,correlated,Flanly,NA,taxadjunct,established,coarse-loamy,alfisols,xeralfs,haploxeralfs,typic haploxeralfs,twelfth edition,0,xeric,thermic,NA,30,62,most recent,R018XI106CA,Shallow Thermic Steep Hillslopes PZ 27-33,3/14/2017,David Evans,most recent,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,2,hillslope,residuum,diorite,FLANLY,6078,"Coarse-loamy, mixed, superactive, thermic Typic Haploxeralfs",Flanly,26246,KSSL_Sites_RO2,TRUE
51,428036,425292,10CKS003,10CA630CKS003,3/18/2010,10,716017,4204008,-120.5411835,37.95800781,NAD83,-120.5411833,37.9580083,NA,"Savastio, Chris",laboratory sampling site,representative pedon for component,10N0897,1,NA,NA,NA,NA,NA,390,10,150,Blue Oak Woodland,NA,NA,NA,41,greenstone,moderately,shoulder,NA,convex,convex,simple,well,nose slope,NA,NA,convex / convex,7/19/2018,Cathy Scott,correlated,Bonanza,NA,series,established,loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,shallow,17,41,most recent,F018XI201CA,Thermic Foothills 22-31 PZ,7/6/2017,Julie Baker,least missing data,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,NA & greenstone,Dunstone,7074,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxeralfs",Bonanza,26246,KSSL_Sites_RO2,TRUE
52,428037,425293,10MJE005,10CA630MJE005,3/11/2010,10,716471,4210399,-120.5340881,38.01544952,NAD83,-120.5340917,38.01545,NA,Meghan Euliano,laboratory sampling site,correlates to named soil,10N0896,1,NA,NA,NA,NA,NA,382,39,250,Blue Oak Woodland,NA,NA,NA,71,greenstone,moderately,backslope,NA,convex,linear,simple,well,side slope,NA,NA,convex / linear,12/24/2015,Andrew Paolucci,correlated,Loafercreek,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,21,71,most recent,F018XI201CA,Thermic Foothills 22-31 PZ,5/17/2016,David Evans,least missing data,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,NA & greenstone,Loafercreek,7088,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",Loafercreek,26246,KSSL_Sites_RO2,TRUE
53,428038,425294,09BJM095,09CA630BJM095,8/13/2009,10,719559,4240472,-120.4896774,38.28548431,NAD83,-120.4896778,38.2854833,NA,Ben Marshall,laboratory sampling site,OSD pedon,10N0900,1,NA,NA,NA,NA,NA,800,55,320,NA,NA,NA,NA,158,"tuff, unspecified",moderately,backslope,NA,linear,linear,simple,well,side slope,NA,NA,linear / linear,10/12/2017,Andrew Paolucci,correlated,Swissranch,NA,series,NA,fine-loamy,inceptisols,xerepts,dystroxerepts,vitrandic dystroxerepts,twelfth edition,1,xeric,mesic,NA,25,100,most recent,R022AI102CA,Stony Shallow Volcanic Hillslopes,5/17/2016,David Evans,least missing data,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,"tuff, unspecified",Valley Springs,5053,"Fine-loamy, isotic, mesic Vitrandic Dystroxerepts",Swissranch,26246,KSSL_Sites_RO2,TRUE
54,540954,530660,S2011CA009004,10CA630BJM074,11/10/2010,10,700875.72,4212270.09,-120.7111053,38.03583145,NAD83,-120.7111111,38.0358333,NA,Ben Marshall,laboratory sampling site,undefined observation,12N7644,1,NA,NA,NA,NA,NA,335.7999878,2,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,linear,linear,simple,well,NA,NA,talf,linear / linear,12/27/2017,Andrew Brown,correlated,Oxyaquic Argixerolls,NA,family,NA,fine-loamy,mollisols,xerolls,argixerolls,oxyaquic argixerolls,twelfth edition,0,xeric,thermic,not used,20,70,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,0,0,0,alluvial flat,alluvium,"igneous, metamorphic and sedimentary",Aquic Argixerolls,7083,"Fine-loamy, mixed, active, thermic Oxyaquic Argixerolls",Oxyaquic Argixerolls,26246,KSSL_Sites_RO2,TRUE
55,543589,533095,67-CA-05-036x,S1967-CA-05-036x,1/21/2009,10,722010.36,4244950.08,-120.4602661,38.32519913,NAD83,-120.460268,38.3252,NA,JAD,laboratory sampling site,taxadjunct to the series,UCD6705036,0,NA,NA,NA,NA,NA,1021,9,270,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,11/6/2016,Andrew Brown,correlated,Iron Mountain,NA,taxadjunct,established,loamy,inceptisols,xerepts,humixerepts,lithic humixerepts,twelfth edition,0,xeric,mesic,not used,0,13,most recent,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,tuff breccia,IRON MOUNTAIN,3020,"Loamy, mixed, superactive, mesic Lithic Humixerepts",Iron Mountain,23254,UCD_pedons,TRUE
56,543590,533096,67-CA-05-033x,S1967-CA-05-033x,1/21/2009,10,710180.92,4248652.29,-120.5943832,38.36138916,NAD83,-120.5962128,38.3615011,NA,JAD,laboratory sampling site,taxadjunct to the series,UCD6705033,0,NA,NA,NA,NA,NA,838,33,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/16/2015,NA,correlated,Nedsgulch,NA,taxadjunct,tentative,fine-loamy,ultisols,humults,palehumults,xeric palehumults,twelfth edition,0,xeric,mesic,NA,51,101,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,JOSEPHINE,8162,"Fine-loamy, mixed, semiactive, mesic Xeric Palehumults",Nedsgulch,23254,UCD_pedons,TRUE
57,543591,533097,67-CA-05-026x,S1967-CA-05-026x,1/21/2009,10,700551.17,4224564.18,-120.7113266,38.14667511,NAD83,-120.7130001,38.1454854,NA,"JAD, COS",laboratory sampling site,correlates to named soil,UCD6705026,0,NA,NA,NA,NA,NA,648,13,112,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,concave,simple,moderately well,NA,NA,NA,NA,12/1/2015,Theresa Kunch,correlated,Trabuco,NA,taxadjunct,established,fine,alfisols,xeralfs,palexeralfs,mollic palexeralfs,twelfth edition,0,xeric,thermic,NA,33,83,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SND,6071,"Fine, mixed, superactive, thermic Mollic Palexeralfs",Trabuco,23254,UCD_pedons,TRUE
58,543592,533098,67-CA-55-004x,S1967-CA-55-004x,1/14/2009,10,712577.19,4195124.32,-120.5829239,37.87882233,NAD83,-120.5784219,37.8747287,NA,"JAD, LMD",laboratory sampling site,taxadjunct to the series,UCD6755004,0,NA,NA,NA,NA,NA,1100,3,225,NA,NA,NA,0,NA,latite,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,8/9/2018,Andrew Paolucci,correlated,Toomes,NA,taxadjunct,tentative,loamy,inceptisols,xerepts,dystroxerepts,lithic dystroxerepts,twelfth edition,0,xeric,thermic,NA,0,33,most recent,R018XI101CA,Shallow Latite Ridgetops 20-35 PZ,7/6/2016,Andrew Paolucci,least missing data,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,lava plateau,residuum,latite,TOOMES,3046,"Loamy, mixed, superactive, thermic Lithic Dystroxerepts",Toomes,23254,UCD_pedons,TRUE
59,543593,533099,66-CA-05-013x,S1966-CA-05-013x,10/21/2008,10,708822.31,4189327.27,-120.6272583,37.82748413,NAD83,-120.6772163,37.8497834,NA,"JAD, COS",laboratory sampling site,correlates to named soil,UCD6605013,0,NA,NA,NA,NA,NA,160,11,135,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,well,NA,NA,NA,NA,12/16/2015,Cathy Scott,correlated,Exchequer,NA,series,established,loamy,entisols,orthents,xerorthents,lithic xerorthents,twelfth edition,0,xeric,thermic,NA,25,38,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,GAVIOTA,100,"Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthen",23254,UCD_pedons,FALSE
60,543666,533172,66-CA-05-007x,S1966-CA-05-007x,1/23/2009,10,712929.31,4200358.67,-120.5773773,37.9258728,NAD83,-120.5769645,37.9252385,NA,"COS, DD, FT",laboratory sampling site,taxadjunct to the series,UCD6605007,0,NA,NA,NA,NA,NA,305,34,225,NA,NA,NA,0,NA,metavolcanics,NA,NA,NA,NA,concave,simple,well,NA,NA,NA,NA,7/30/2018,Andrew Paolucci,correlated,Loafercreek,NA,taxadjunct,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,33,64,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SOBRANTE,7076,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",Loafercreek,23254,UCD_pedons,TRUE
61,543673,533179,66-CA-05-018x,S1966-CA-05-018x,1/23/2009,10,700179.76,4199485.31,-120.7225723,37.92090607,NAD83,-120.722509,37.9205437,NA,"JAD, COS",laboratory sampling site,correlates to named soil,UCD6605018,0,NA,NA,NA,NA,NA,293,13,90,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,1/14/2016,Andrew Paolucci,correlated,Argonaut,NA,series,established,fine,alfisols,xeralfs,haploxeralfs,mollic haploxeralfs,twelfth edition,0,xeric,thermic,NA,33,56,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,ARGONAUT,7085,"Fine, mixed, superactive, thermic Mollic Haploxeralfs",Argonaut,23254,UCD_pedons,TRUE
62,543684,533190,66-CA-05-019x,S1966-CA-05-019x,1/23/2009,10,698954.29,4205535.23,-120.7348251,37.97566223,NAD83,-120.7370031,37.9751405,NA,"JAD, COS",laboratory sampling site,taxadjunct to the series,UCD6605019,0,NA,NA,NA,NA,NA,433,8,45,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,1/14/2016,Andrew Paolucci,correlated,Argonaut,NA,taxadjunct,established,fine,alfisols,xeralfs,palexeralfs,mollic palexeralfs,twelfth edition,0,xeric,thermic,NA,25,75,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,ARGONAUT,7085,"Fine, mixed, superactive, thermic Mollic Palexeralfs",Argonaut,23254,UCD_pedons,TRUE
63,543685,533191,66-CA-05-008x,S1966-CA-05-008x,1/23/2009,10,698596.26,4200661.85,-120.7402496,37.93184662,NAD83,-120.740249,37.93185,NA,"JAD, COS, DD, FT",laboratory sampling site,correlates to named soil,UCD6605008,0,NA,NA,NA,NA,NA,210,25,180,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,1/22/2016,Andrew Paolucci,correlated,Auburn,NA,series,established,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,25,41,most recent,F018XI200CA,Low Elevation Foothills 18-25 PZ,7/6/2017,Julie Baker,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7076,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Auburn,23254,UCD_pedons,TRUE
64,543688,533194,66-CA-05-014x,S1966-CA-05-014x,10/21/2008,10,708822.31,4189327.27,-120.6272583,37.82748413,NAD83,-120.6681582,37.8655878,NA,"JAD, COS",laboratory sampling site,correlates to named soil,UCD6605014,0,NA,NA,NA,NA,NA,232,9,112,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,concave,simple,well,NA,NA,NA,NA,1/22/2016,Andrew Paolucci,correlated,Auburn,NA,series,established,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,0,36,most recent,F018XI200CA,Low Elevation Foothills 18-25 PZ,7/6/2017,Julie Baker,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7085,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Auburn,23254,UCD_pedons,TRUE
65,543710,533216,80-CA-05-084x,S1980-CA-05-084x,3/2/2009,10,687208,4226838,-120.7526779,38.16905975,NAD83,-120.862894,38.170032,NA,JPO,laboratory sampling site,taxadjunct to the series,UCD8005084,0,NA,NA,NA,NA,NA,229,8,315,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/23/2015,Theresa Kunch,correlated,Pardee,NA,taxadjunct,NA,loamy-skeletal,alfisols,xeralfs,haploxeralfs,mollic haploxeralfs,twelfth edition,0,xeric,thermic,shallow,30,43,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,alluvium,NA,Pardee,5201,"Loamy-skeletal, mixed, superactive, thermic, shallow Mollic Haploxeralfs",Pardee,23254,UCD_pedons,TRUE
66,543718,533224,67-CA-05-035x,S1967-CA-05-035x,1/21/2009,10,718657.55,4248529.24,-120.4974747,38.35824966,NAD83,-120.4964824,38.3591087,NA,JAD,laboratory sampling site,taxadjunct to the series,UCD6705035,0,NA,NA,NA,NA,NA,NA,55,292,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,NA,NA,well,NA,NA,NA,NA,2/1/2016,Theresa Kunch,correlated,Wallyhill,NA,taxadjunct,established,fine-loamy,inceptisols,xerepts,haploxerepts,typic haploxerepts,twelfth edition,0,xeric,mesic,NA,25,76,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,FIDDLETOWN,8162,"Fine-loamy, mixed, active, mesic Typic Haploxerepts",Wallyhill,23254,UCD_pedons,TRUE
67,543726,533232,73-CA-55-012x,S1973-CA-55-012x,2/27/2009,10,722951.69,4193679.8,-120.4655075,37.86333466,NAD83,-120.4672463,37.8611576,NA,BHW,laboratory sampling site,taxadjunct to the series,UCD7355012,0,NA,NA,NA,NA,NA,354,8,180,NA,NA,NA,0,NA,"ultramafic, unspecified",NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,7/26/2018,Andrew Paolucci,correlated,Sixbit,NA,taxadjunct,established,loamy,alfisols,xeralfs,haploxeralfs,lithic mollic haploxeralfs,twelfth edition,0,xeric,thermic,NA,0,30,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,DELPIEDRA,7155,"Loamy, magnesic, thermic Lithic Mollic Haploxeralfs",Sixbit,23254,UCD_pedons,TRUE
68,543730,533236,77-CA-55-036x,S1977-CA-55-036x,3/2/2009,10,746671.14,4215372.16,-120.1887207,38.05250168,NAD83,-120.1885375,38.0514975,NA,"BFS, WRP",laboratory sampling site,correlates to named soil,UCD7755036,0,NA,NA,NA,NA,NA,1244,22,180,NA,NA,NA,0,NA,granite,NA,NA,NA,NA,convex,simple,well,NA,NA,NA,NA,9/25/2017,Andrew Brown,correlated,Holland,NA,taxadjunct,established,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,not used,38,88,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,HODA,6029,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Holland,23254,UCD_pedons,TRUE
69,543732,533238,SO4-hwy49-716,SO4-hwy49-716,8/6/2008,10,742258.08,4182533.33,-120.2499847,37.75806046,NAD83,-120.2499924,37.7580605,NA,DGM,laboratory sampling site,taxadjunct to the series,UCDO4HY49716,1,NA,NA,NA,NA,NA,622,NA,NA,NA,NA,NA,NA,NA,gabbro,NA,shoulder,NA,convex,convex,simple,NA,NA,NA,NA,convex / convex,10/19/2017,Andrew Brown,correlated,Trabuco,NA,series,established,fine,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,not used,7,49,most recent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SND,7156,"Fine, mixed, superactive, thermic Ultic Haploxeralfs",Trabuco,26246,KSSL_Sites_RO2,TRUE
